entity,entity_type,metric,value,period,source
Heartland,standalone,1-Week Mismatch Ratio,4.9,2018-Q1,rbnz-dashboard
Heartland,standalone,Top 5 Non-Bank Credit Exposures,24.7,2018-Q1,rbnz-dashboard
Heartland,standalone,Top 5 Bank Credit Exposures,30.8,2018-Q1,rbnz-dashboard
Heartland,standalone,Bank Exposures ≥10% of CET1,1,2018-Q1,rbnz-dashboard
ICBC,standalone,Total Capital Ratio,13.4,2018-Q1,rbnz-dashboard
ICBC,standalone,CET1 Ratio,8.8,2018-Q1,rbnz-dashboard
ICBC,standalone,Tier 1 Capital Ratio,8.8,2018-Q1,rbnz-dashboard
ICBC,standalone,Total Risk-Weighted Assets,1531.2,2018-Q1,rbnz-dashboard
ICBC,standalone,Total Non-Performing Loans,33.4,2018-Q1,rbnz-dashboard
ICBC,standalone,NPL Ratio,2.3,2018-Q1,rbnz-dashboard
ICBC,standalone,Individual Provisions,10.2,2018-Q1,rbnz-dashboard
ICBC,standalone,Collective Provisions,6.7,2018-Q1,rbnz-dashboard
ICBC,standalone,Return on Assets,0.6,2018-Q1,rbnz-dashboard
ICBC,standalone,Return on Equity,7.3,2018-Q1,rbnz-dashboard
ICBC,standalone,NIM,2.1,2018-Q1,rbnz-dashboard
ICBC,standalone,Net Interest Income,8.1,2018-Q1,rbnz-dashboard
ICBC,standalone,Trading and Hedging Gains,-0.2,2018-Q1,rbnz-dashboard
ICBC,standalone,Fees and Commission Income,0.4,2018-Q1,rbnz-dashboard
ICBC,standalone,Other Income,0,2018-Q1,rbnz-dashboard
ICBC,standalone,Operating Expenses,3.9,2018-Q1,rbnz-dashboard
ICBC,standalone,Profit After Tax,2.5,2018-Q1,rbnz-dashboard
ICBC,standalone,Total Assets,1641.4,2018-Q1,rbnz-dashboard
ICBC,standalone,Cash Position,148.8,2018-Q1,rbnz-dashboard
ICBC,standalone,Net Loans and Advances,1433.3,2018-Q1,rbnz-dashboard
ICBC,standalone,Deposits,506.9,2018-Q1,rbnz-dashboard
ICBC,standalone,Equity,141.2,2018-Q1,rbnz-dashboard
ICBC,standalone,Core Funding Ratio (CFR),88.4,2018-Q1,rbnz-dashboard
ICBC,standalone,1-Month Mismatch Ratio,4.5,2018-Q1,rbnz-dashboard
ICBC,standalone,1-Week Mismatch Ratio,4.8,2018-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Non-Bank Credit Exposures,277.3,2018-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Bank Credit Exposures,66.6,2018-Q1,rbnz-dashboard
ICBC,standalone,Bank Exposures ≥10% of CET1,2,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Total Capital Ratio,15.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,CET1 Ratio,13,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Tier 1 Capital Ratio,14.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Total Risk-Weighted Assets,10325.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Total Non-Performing Loans,21.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,NPL Ratio,0.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Individual Provisions,4.3,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Collective Provisions,34.7,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Assets,0.7,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Equity,9.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,NIM,2.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Net Interest Income,103.9,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Trading and Hedging Gains,1.9,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Fees and Commission Income,34.5,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Other Income,14.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Operating Expenses,107.2,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Profit After Tax,33.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Total Assets,20498.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Cash Position,693.4,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Net Loans and Advances,18207.7,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Deposits,16146.8,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Equity,1453.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Core Funding Ratio (CFR),88.8,2018-Q1,rbnz-dashboard
Kiwibank,standalone,1-Month Mismatch Ratio,7.8,2018-Q1,rbnz-dashboard
Kiwibank,standalone,1-Week Mismatch Ratio,8.5,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Non-Bank Credit Exposures,6.3,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Bank Credit Exposures,34.1,2018-Q1,rbnz-dashboard
Kiwibank,standalone,Bank Exposures ≥10% of CET1,,2018-Q1,rbnz-dashboard
Rabo Group,group,Total Capital Ratio,,2018-Q1,rbnz-dashboard
Rabo Group,group,CET1 Ratio,,2018-Q1,rbnz-dashboard
Rabo Group,group,Tier 1 Capital Ratio,,2018-Q1,rbnz-dashboard
Rabo Group,group,Total Risk-Weighted Assets,,2018-Q1,rbnz-dashboard
Rabo Group,group,Total Non-Performing Loans,301.5,2018-Q1,rbnz-dashboard
Rabo Group,group,NPL Ratio,2.4,2018-Q1,rbnz-dashboard
Rabo Group,group,Individual Provisions,8.7,2018-Q1,rbnz-dashboard
Rabo Group,group,Collective Provisions,30.6,2018-Q1,rbnz-dashboard
Rabo Group,group,Return on Assets,1,2018-Q1,rbnz-dashboard
Rabo Group,group,Return on Equity,8.7,2018-Q1,rbnz-dashboard
Rabo Group,group,NIM,2.5,2018-Q1,rbnz-dashboard
Rabo Group,group,Net Interest Income,91,2018-Q1,rbnz-dashboard
Rabo Group,group,Trading and Hedging Gains,-13.9,2018-Q1,rbnz-dashboard
Rabo Group,group,Fees and Commission Income,0.4,2018-Q1,rbnz-dashboard
Rabo Group,group,Other Income,0,2018-Q1,rbnz-dashboard
Rabo Group,group,Operating Expenses,26.6,2018-Q1,rbnz-dashboard
Rabo Group,group,Profit After Tax,37.5,2018-Q1,rbnz-dashboard
Rabo Group,group,Total Assets,15274.8,2018-Q1,rbnz-dashboard
Rabo Group,group,Cash Position,2148.9,2018-Q1,rbnz-dashboard
Rabo Group,group,Net Loans and Advances,12277.6,2018-Q1,rbnz-dashboard
Rabo Group,group,Deposits,4658.9,2018-Q1,rbnz-dashboard
Rabo Group,group,Equity,1764.7,2018-Q1,rbnz-dashboard
Rabo Group,group,Core Funding Ratio (CFR),,2018-Q1,rbnz-dashboard
Rabo Group,group,1-Month Mismatch Ratio,,2018-Q1,rbnz-dashboard
Rabo Group,group,1-Week Mismatch Ratio,,2018-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Non-Bank Credit Exposures,,2018-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Bank Credit Exposures,,2018-Q1,rbnz-dashboard
Rabo Group,group,Bank Exposures ≥10% of CET1,,2018-Q1,rbnz-dashboard
Rabobank,standalone,Total Capital Ratio,13.4,2018-Q1,rbnz-dashboard
Rabobank,standalone,CET1 Ratio,13.4,2018-Q1,rbnz-dashboard
Rabobank,standalone,Tier 1 Capital Ratio,13.4,2018-Q1,rbnz-dashboard
Rabobank,standalone,Total Risk-Weighted Assets,11117.2,2018-Q1,rbnz-dashboard
Rabobank,standalone,Total Non-Performing Loans,301.5,2018-Q1,rbnz-dashboard
Rabobank,standalone,NPL Ratio,3,2018-Q1,rbnz-dashboard
Rabobank,standalone,Individual Provisions,8.7,2018-Q1,rbnz-dashboard
Rabobank,standalone,Collective Provisions,30.4,2018-Q1,rbnz-dashboard
Rabobank,standalone,Return on Assets,1.1,2018-Q1,rbnz-dashboard
Rabobank,standalone,Return on Equity,8,2018-Q1,rbnz-dashboard
Rabobank,standalone,NIM,2.2,2018-Q1,rbnz-dashboard
Rabobank,standalone,Net Interest Income,62.2,2018-Q1,rbnz-dashboard
Rabobank,standalone,Trading and Hedging Gains,0.1,2018-Q1,rbnz-dashboard
Rabobank,standalone,Fees and Commission Income,0.4,2018-Q1,rbnz-dashboard
Rabobank,standalone,Other Income,0,2018-Q1,rbnz-dashboard
Rabobank,standalone,Operating Expenses,24.6,2018-Q1,rbnz-dashboard
Rabobank,standalone,Profit After Tax,29.3,2018-Q1,rbnz-dashboard
Rabobank,standalone,Total Assets,11319.9,2018-Q1,rbnz-dashboard
Rabobank,standalone,Cash Position,684.8,2018-Q1,rbnz-dashboard
Rabobank,standalone,Net Loans and Advances,9990.6,2018-Q1,rbnz-dashboard
Rabobank,standalone,Deposits,4036.7,2018-Q1,rbnz-dashboard
Rabobank,standalone,Equity,1500.2,2018-Q1,rbnz-dashboard
Rabobank,standalone,Core Funding Ratio (CFR),93.2,2018-Q1,rbnz-dashboard
Rabobank,standalone,1-Month Mismatch Ratio,6.7,2018-Q1,rbnz-dashboard
Rabobank,standalone,1-Week Mismatch Ratio,6.7,2018-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Non-Bank Credit Exposures,21,2018-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Bank Credit Exposures,10.1,2018-Q1,rbnz-dashboard
Rabobank,standalone,Bank Exposures ≥10% of CET1,1,2018-Q1,rbnz-dashboard
SBS,standalone,Total Capital Ratio,12.8,2018-Q1,rbnz-dashboard
SBS,standalone,CET1 Ratio,10.9,2018-Q1,rbnz-dashboard
SBS,standalone,Tier 1 Capital Ratio,10.9,2018-Q1,rbnz-dashboard
SBS,standalone,Total Risk-Weighted Assets,2541.9,2018-Q1,rbnz-dashboard
SBS,standalone,Total Non-Performing Loans,13.3,2018-Q1,rbnz-dashboard
SBS,standalone,NPL Ratio,0.3,2018-Q1,rbnz-dashboard
SBS,standalone,Individual Provisions,2.4,2018-Q1,rbnz-dashboard
SBS,standalone,Collective Provisions,25.8,2018-Q1,rbnz-dashboard
SBS,standalone,Return on Assets,0.7,2018-Q1,rbnz-dashboard
SBS,standalone,Return on Equity,9.9,2018-Q1,rbnz-dashboard
SBS,standalone,NIM,2.6,2018-Q1,rbnz-dashboard
SBS,standalone,Net Interest Income,28.1,2018-Q1,rbnz-dashboard
SBS,standalone,Trading and Hedging Gains,0,2018-Q1,rbnz-dashboard
SBS,standalone,Fees and Commission Income,4.4,2018-Q1,rbnz-dashboard
SBS,standalone,Other Income,5,2018-Q1,rbnz-dashboard
SBS,standalone,Operating Expenses,23.1,2018-Q1,rbnz-dashboard
SBS,standalone,Profit After Tax,7.2,2018-Q1,rbnz-dashboard
SBS,standalone,Total Assets,4455.2,2018-Q1,rbnz-dashboard
SBS,standalone,Cash Position,97.8,2018-Q1,rbnz-dashboard
SBS,standalone,Net Loans and Advances,3796,2018-Q1,rbnz-dashboard
SBS,standalone,Deposits,3233.3,2018-Q1,rbnz-dashboard
SBS,standalone,Equity,297,2018-Q1,rbnz-dashboard
SBS,standalone,Core Funding Ratio (CFR),91.2,2018-Q1,rbnz-dashboard
SBS,standalone,1-Month Mismatch Ratio,10.9,2018-Q1,rbnz-dashboard
SBS,standalone,1-Week Mismatch Ratio,8.3,2018-Q1,rbnz-dashboard
SBS,standalone,Top 5 Non-Bank Credit Exposures,42.9,2018-Q1,rbnz-dashboard
SBS,standalone,Top 5 Bank Credit Exposures,89.3,2018-Q1,rbnz-dashboard
SBS,standalone,Bank Exposures ≥10% of CET1,4,2018-Q1,rbnz-dashboard
TSB,standalone,Total Capital Ratio,14.3,2018-Q1,rbnz-dashboard
TSB,standalone,CET1 Ratio,14.3,2018-Q1,rbnz-dashboard
TSB,standalone,Tier 1 Capital Ratio,14.3,2018-Q1,rbnz-dashboard
TSB,standalone,Total Risk-Weighted Assets,4221.2,2018-Q1,rbnz-dashboard
TSB,standalone,Total Non-Performing Loans,13.6,2018-Q1,rbnz-dashboard
TSB,standalone,NPL Ratio,0.3,2018-Q1,rbnz-dashboard
TSB,standalone,Individual Provisions,0.3,2018-Q1,rbnz-dashboard
TSB,standalone,Collective Provisions,24.8,2018-Q1,rbnz-dashboard
TSB,standalone,Return on Assets,0.8,2018-Q1,rbnz-dashboard
TSB,standalone,Return on Equity,9.5,2018-Q1,rbnz-dashboard
TSB,standalone,NIM,1.8,2018-Q1,rbnz-dashboard
TSB,standalone,Net Interest Income,32.1,2018-Q1,rbnz-dashboard
TSB,standalone,Trading and Hedging Gains,0.3,2018-Q1,rbnz-dashboard
TSB,standalone,Fees and Commission Income,3.9,2018-Q1,rbnz-dashboard
TSB,standalone,Other Income,8.8,2018-Q1,rbnz-dashboard
TSB,standalone,Operating Expenses,24.1,2018-Q1,rbnz-dashboard
TSB,standalone,Profit After Tax,14.4,2018-Q1,rbnz-dashboard
TSB,standalone,Total Assets,7416.3,2018-Q1,rbnz-dashboard
TSB,standalone,Cash Position,138.1,2018-Q1,rbnz-dashboard
TSB,standalone,Net Loans and Advances,5309.4,2018-Q1,rbnz-dashboard
TSB,standalone,Deposits,6706.5,2018-Q1,rbnz-dashboard
TSB,standalone,Equity,613,2018-Q1,rbnz-dashboard
TSB,standalone,Core Funding Ratio (CFR),128.4,2018-Q1,rbnz-dashboard
TSB,standalone,1-Month Mismatch Ratio,23.9,2018-Q1,rbnz-dashboard
TSB,standalone,1-Week Mismatch Ratio,13.5,2018-Q1,rbnz-dashboard
TSB,standalone,Top 5 Non-Bank Credit Exposures,42.5,2018-Q1,rbnz-dashboard
TSB,standalone,Top 5 Bank Credit Exposures,66.2,2018-Q1,rbnz-dashboard
TSB,standalone,Bank Exposures ≥10% of CET1,5,2018-Q1,rbnz-dashboard
WBC Group,group,Total Capital Ratio,,2018-Q1,rbnz-dashboard
WBC Group,group,CET1 Ratio,,2018-Q1,rbnz-dashboard
WBC Group,group,Tier 1 Capital Ratio,,2018-Q1,rbnz-dashboard
WBC Group,group,Total Risk-Weighted Assets,,2018-Q1,rbnz-dashboard
WBC Group,group,Total Non-Performing Loans,298.3,2018-Q1,rbnz-dashboard
WBC Group,group,NPL Ratio,0.4,2018-Q1,rbnz-dashboard
WBC Group,group,Individual Provisions,59.3,2018-Q1,rbnz-dashboard
WBC Group,group,Collective Provisions,316.6,2018-Q1,rbnz-dashboard
WBC Group,group,Return on Assets,1,2018-Q1,rbnz-dashboard
WBC Group,group,Return on Equity,12.1,2018-Q1,rbnz-dashboard
WBC Group,group,NIM,2.2,2018-Q1,rbnz-dashboard
WBC Group,group,Net Interest Income,480.4,2018-Q1,rbnz-dashboard
WBC Group,group,Trading and Hedging Gains,5.1,2018-Q1,rbnz-dashboard
WBC Group,group,Fees and Commission Income,107.5,2018-Q1,rbnz-dashboard
WBC Group,group,Other Income,3.9,2018-Q1,rbnz-dashboard
WBC Group,group,Operating Expenses,234.5,2018-Q1,rbnz-dashboard
WBC Group,group,Profit After Tax,245.5,2018-Q1,rbnz-dashboard
WBC Group,group,Total Assets,96215.8,2018-Q1,rbnz-dashboard
WBC Group,group,Cash Position,3838.7,2018-Q1,rbnz-dashboard
WBC Group,group,Net Loans and Advances,79557.1,2018-Q1,rbnz-dashboard
WBC Group,group,Deposits,62457.4,2018-Q1,rbnz-dashboard
WBC Group,group,Equity,8280.8,2018-Q1,rbnz-dashboard
WBC Group,group,Core Funding Ratio (CFR),,2018-Q1,rbnz-dashboard
WBC Group,group,1-Month Mismatch Ratio,,2018-Q1,rbnz-dashboard
WBC Group,group,1-Week Mismatch Ratio,,2018-Q1,rbnz-dashboard
WBC Group,group,Top 5 Non-Bank Credit Exposures,,2018-Q1,rbnz-dashboard
WBC Group,group,Top 5 Bank Credit Exposures,,2018-Q1,rbnz-dashboard
WBC Group,group,Bank Exposures ≥10% of CET1,,2018-Q1,rbnz-dashboard
Westpac,standalone,Total Capital Ratio,16.6,2018-Q1,rbnz-dashboard
Westpac,standalone,CET1 Ratio,11.8,2018-Q1,rbnz-dashboard
Westpac,standalone,Tier 1 Capital Ratio,14.6,2018-Q1,rbnz-dashboard
Westpac,standalone,Total Risk-Weighted Assets,53837.7,2018-Q1,rbnz-dashboard
Westpac,standalone,Total Non-Performing Loans,298.3,2018-Q1,rbnz-dashboard
Westpac,standalone,NPL Ratio,0.4,2018-Q1,rbnz-dashboard
Westpac,standalone,Individual Provisions,59.3,2018-Q1,rbnz-dashboard
Westpac,standalone,Collective Provisions,316.6,2018-Q1,rbnz-dashboard
Westpac,standalone,Return on Assets,1,2018-Q1,rbnz-dashboard
Westpac,standalone,Return on Equity,12.1,2018-Q1,rbnz-dashboard
Westpac,standalone,NIM,2.1,2018-Q1,rbnz-dashboard
Westpac,standalone,Net Interest Income,448.7,2018-Q1,rbnz-dashboard
Westpac,standalone,Trading and Hedging Gains,-1.3,2018-Q1,rbnz-dashboard
Westpac,standalone,Fees and Commission Income,87.5,2018-Q1,rbnz-dashboard
Westpac,standalone,Other Income,3.8,2018-Q1,rbnz-dashboard
Westpac,standalone,Operating Expenses,222.1,2018-Q1,rbnz-dashboard
Westpac,standalone,Profit After Tax,214.2,2018-Q1,rbnz-dashboard
Westpac,standalone,Total Assets,90290.4,2018-Q1,rbnz-dashboard
Westpac,standalone,Cash Position,3534.2,2018-Q1,rbnz-dashboard
Westpac,standalone,Net Loans and Advances,79113.2,2018-Q1,rbnz-dashboard
Westpac,standalone,Deposits,61665.4,2018-Q1,rbnz-dashboard
Westpac,standalone,Equity,7305.3,2018-Q1,rbnz-dashboard
Westpac,standalone,Core Funding Ratio (CFR),84.2,2018-Q1,rbnz-dashboard
Westpac,standalone,1-Month Mismatch Ratio,0.4,2018-Q1,rbnz-dashboard
Westpac,standalone,1-Week Mismatch Ratio,0.3,2018-Q1,rbnz-dashboard
Westpac,standalone,Top 5 Non-Bank Credit Exposures,55.3,2018-Q1,rbnz-dashboard
Westpac,standalone,Top 5 Bank Credit Exposures,32.8,2018-Q1,rbnz-dashboard
Westpac,standalone,Bank Exposures ≥10% of CET1,1,2018-Q1,rbnz-dashboard
ANZ,standalone,Total Capital Ratio,14.8,2018-Q2,rbnz-dashboard
ANZ,standalone,CET1 Ratio,11.4,2018-Q2,rbnz-dashboard
ANZ,standalone,Tier 1 Capital Ratio,14.8,2018-Q2,rbnz-dashboard
ANZ,standalone,Total Risk-Weighted Assets,82065.5,2018-Q2,rbnz-dashboard
ANZ,standalone,Total Non-Performing Loans,527,2018-Q2,rbnz-dashboard
ANZ,standalone,NPL Ratio,0.4,2018-Q2,rbnz-dashboard
ANZ,standalone,Individual Provisions,172.4,2018-Q2,rbnz-dashboard
ANZ,standalone,Collective Provisions,404.5,2018-Q2,rbnz-dashboard
ANZ,standalone,Return on Assets,1.2,2018-Q2,rbnz-dashboard
ANZ,standalone,Return on Equity,14.4,2018-Q2,rbnz-dashboard
ANZ,standalone,NIM,2.2,2018-Q2,rbnz-dashboard
ANZ,standalone,Net Interest Income,796,2018-Q2,rbnz-dashboard
ANZ,standalone,Trading and Hedging Gains,34,2018-Q2,rbnz-dashboard
ANZ,standalone,Fees and Commission Income,167,2018-Q2,rbnz-dashboard
ANZ,standalone,Other Income,38,2018-Q2,rbnz-dashboard
ANZ,standalone,Operating Expenses,374,2018-Q2,rbnz-dashboard
ANZ,standalone,Profit After Tax,474,2018-Q2,rbnz-dashboard
ANZ,standalone,Total Assets,161509.8,2018-Q2,rbnz-dashboard
ANZ,standalone,Cash Position,4467.8,2018-Q2,rbnz-dashboard
ANZ,standalone,Net Loans and Advances,125277.9,2018-Q2,rbnz-dashboard
ANZ,standalone,Deposits,102655.7,2018-Q2,rbnz-dashboard
ANZ,standalone,Equity,13403,2018-Q2,rbnz-dashboard
ANZ,standalone,Core Funding Ratio (CFR),89.6,2018-Q2,rbnz-dashboard
ANZ,standalone,1-Month Mismatch Ratio,4.5,2018-Q2,rbnz-dashboard
ANZ,standalone,1-Week Mismatch Ratio,4.7,2018-Q2,rbnz-dashboard
ANZ,standalone,Top 5 Non-Bank Credit Exposures,47.2,2018-Q2,rbnz-dashboard
ANZ,standalone,Top 5 Bank Credit Exposures,69,2018-Q2,rbnz-dashboard
ANZ,standalone,Bank Exposures ≥10% of CET1,3,2018-Q2,rbnz-dashboard
ANZ Group,group,Total Capital Ratio,,2018-Q2,rbnz-dashboard
ANZ Group,group,CET1 Ratio,,2018-Q2,rbnz-dashboard
ANZ Group,group,Tier 1 Capital Ratio,,2018-Q2,rbnz-dashboard
ANZ Group,group,Total Risk-Weighted Assets,,2018-Q2,rbnz-dashboard
ANZ Group,group,Total Non-Performing Loans,544.7,2018-Q2,rbnz-dashboard
ANZ Group,group,NPL Ratio,0.4,2018-Q2,rbnz-dashboard
ANZ Group,group,Individual Provisions,173.7,2018-Q2,rbnz-dashboard
ANZ Group,group,Collective Provisions,407.9,2018-Q2,rbnz-dashboard
ANZ Group,group,Return on Assets,1.2,2018-Q2,rbnz-dashboard
ANZ Group,group,Return on Equity,16.8,2018-Q2,rbnz-dashboard
ANZ Group,group,NIM,2.2,2018-Q2,rbnz-dashboard
ANZ Group,group,Net Interest Income,802,2018-Q2,rbnz-dashboard
ANZ Group,group,Trading and Hedging Gains,56,2018-Q2,rbnz-dashboard
ANZ Group,group,Fees and Commission Income,165,2018-Q2,rbnz-dashboard
ANZ Group,group,Other Income,37,2018-Q2,rbnz-dashboard
ANZ Group,group,Operating Expenses,374,2018-Q2,rbnz-dashboard
ANZ Group,group,Profit After Tax,492,2018-Q2,rbnz-dashboard
ANZ Group,group,Total Assets,164587.5,2018-Q2,rbnz-dashboard
ANZ Group,group,Cash Position,4467.8,2018-Q2,rbnz-dashboard
ANZ Group,group,Net Loans and Advances,128394.4,2018-Q2,rbnz-dashboard
ANZ Group,group,Deposits,102655.7,2018-Q2,rbnz-dashboard
ANZ Group,group,Equity,11964.2,2018-Q2,rbnz-dashboard
ANZ Group,group,Core Funding Ratio (CFR),,2018-Q2,rbnz-dashboard
ANZ Group,group,1-Month Mismatch Ratio,,2018-Q2,rbnz-dashboard
ANZ Group,group,1-Week Mismatch Ratio,,2018-Q2,rbnz-dashboard
ANZ Group,group,Top 5 Non-Bank Credit Exposures,,2018-Q2,rbnz-dashboard
ANZ Group,group,Top 5 Bank Credit Exposures,,2018-Q2,rbnz-dashboard
ANZ Group,group,Bank Exposures ≥10% of CET1,,2018-Q2,rbnz-dashboard
ASB,standalone,Total Capital Ratio,13.9,2018-Q2,rbnz-dashboard
ASB,standalone,CET1 Ratio,10.6,2018-Q2,rbnz-dashboard
ASB,standalone,Tier 1 Capital Ratio,12.4,2018-Q2,rbnz-dashboard
ASB,standalone,Total Risk-Weighted Assets,55685.6,2018-Q2,rbnz-dashboard
ASB,standalone,Total Non-Performing Loans,575.8,2018-Q2,rbnz-dashboard
ASB,standalone,NPL Ratio,0.7,2018-Q2,rbnz-dashboard
ASB,standalone,Individual Provisions,49,2018-Q2,rbnz-dashboard
ASB,standalone,Collective Provisions,251.9,2018-Q2,rbnz-dashboard
ASB,standalone,Return on Assets,1.3,2018-Q2,rbnz-dashboard
ASB,standalone,Return on Equity,16,2018-Q2,rbnz-dashboard
ASB,standalone,NIM,2.3,2018-Q2,rbnz-dashboard
ASB,standalone,Net Interest Income,529.1,2018-Q2,rbnz-dashboard
ASB,standalone,Trading and Hedging Gains,25.3,2018-Q2,rbnz-dashboard
ASB,standalone,Fees and Commission Income,125.4,2018-Q2,rbnz-dashboard
ASB,standalone,Other Income,6.3,2018-Q2,rbnz-dashboard
ASB,standalone,Operating Expenses,247,2018-Q2,rbnz-dashboard
ASB,standalone,Profit After Tax,308.8,2018-Q2,rbnz-dashboard
ASB,standalone,Total Assets,95412.9,2018-Q2,rbnz-dashboard
ASB,standalone,Cash Position,1969.6,2018-Q2,rbnz-dashboard
ASB,standalone,Net Loans and Advances,82931,2018-Q2,rbnz-dashboard
ASB,standalone,Deposits,59868,2018-Q2,rbnz-dashboard
ASB,standalone,Equity,7872.4,2018-Q2,rbnz-dashboard
ASB,standalone,Core Funding Ratio (CFR),85.2,2018-Q2,rbnz-dashboard
ASB,standalone,1-Month Mismatch Ratio,5.2,2018-Q2,rbnz-dashboard
ASB,standalone,1-Week Mismatch Ratio,4.6,2018-Q2,rbnz-dashboard
ASB,standalone,Top 5 Non-Bank Credit Exposures,15.8,2018-Q2,rbnz-dashboard
ASB,standalone,Top 5 Bank Credit Exposures,71.9,2018-Q2,rbnz-dashboard
ASB,standalone,Bank Exposures ≥10% of CET1,2,2018-Q2,rbnz-dashboard
BNZ,standalone,Total Capital Ratio,13.2,2018-Q2,rbnz-dashboard
BNZ,standalone,CET1 Ratio,10.2,2018-Q2,rbnz-dashboard
BNZ,standalone,Tier 1 Capital Ratio,11.6,2018-Q2,rbnz-dashboard
BNZ,standalone,Total Risk-Weighted Assets,64283.6,2018-Q2,rbnz-dashboard
BNZ,standalone,Total Non-Performing Loans,402.7,2018-Q2,rbnz-dashboard
BNZ,standalone,NPL Ratio,0.5,2018-Q2,rbnz-dashboard
BNZ,standalone,Individual Provisions,111.8,2018-Q2,rbnz-dashboard
BNZ,standalone,Collective Provisions,504,2018-Q2,rbnz-dashboard
BNZ,standalone,Return on Assets,1,2018-Q2,rbnz-dashboard
BNZ,standalone,Return on Equity,14,2018-Q2,rbnz-dashboard
BNZ,standalone,NIM,2.1,2018-Q2,rbnz-dashboard
BNZ,standalone,Net Interest Income,490.4,2018-Q2,rbnz-dashboard
BNZ,standalone,Trading and Hedging Gains,23.9,2018-Q2,rbnz-dashboard
BNZ,standalone,Fees and Commission Income,106.3,2018-Q2,rbnz-dashboard
BNZ,standalone,Other Income,6.3,2018-Q2,rbnz-dashboard
BNZ,standalone,Operating Expenses,253.8,2018-Q2,rbnz-dashboard
BNZ,standalone,Profit After Tax,249.5,2018-Q2,rbnz-dashboard
BNZ,standalone,Total Assets,101678.3,2018-Q2,rbnz-dashboard
BNZ,standalone,Cash Position,3802.8,2018-Q2,rbnz-dashboard
BNZ,standalone,Net Loans and Advances,81833,2018-Q2,rbnz-dashboard
BNZ,standalone,Deposits,61214.8,2018-Q2,rbnz-dashboard
BNZ,standalone,Equity,7076.1,2018-Q2,rbnz-dashboard
BNZ,standalone,Core Funding Ratio (CFR),87,2018-Q2,rbnz-dashboard
BNZ,standalone,1-Month Mismatch Ratio,5.3,2018-Q2,rbnz-dashboard
BNZ,standalone,1-Week Mismatch Ratio,4.4,2018-Q2,rbnz-dashboard
BNZ,standalone,Top 5 Non-Bank Credit Exposures,37.2,2018-Q2,rbnz-dashboard
BNZ,standalone,Top 5 Bank Credit Exposures,58.7,2018-Q2,rbnz-dashboard
BNZ,standalone,Bank Exposures ≥10% of CET1,3,2018-Q2,rbnz-dashboard
BOB,standalone,Total Capital Ratio,79.7,2018-Q2,rbnz-dashboard
